,Type_appart,Surface m²,Price €,Localisation,Date Post,Description
83,meublee studio ,12m,720,Paris 6E,/  06 septembre 2019,"Métro Odéon ou métro St Sulpice. 1 rue de Tournon.

Au 3ème étage sans ascenseur.
Studio meublé 12m² lumineux et sans perte de place comprenant un coin cuisine, un plan de travail et une salle de bains avec wc.
Lit double, bureau, placards et étagères.
Double vitrage.

Quartier très agréable et commerçant.

Loyer : 600 €/mois + 120 € charges (tout compris).
Libre de suite. Sérieuses garanties demandées (caution parentale).

Visites le 8 septembre entre 15h et 17h et le 14 septembre entre 15h et 17h."
84,meublee studio ,26m,1090,Paris 6E,/  06 septembre 2019,"Odéon. Très bel immeuble haussmannien. Au 1er étage sans ascenseur.
Grand studio meublé de 28 m². Très belle hauteur sous-plafond. deux grandes fenêtres sur rue. Lumineux, très calme, salle d'eau ,wc séparés. Cuisine américaine équipée.

Bon état.

Loyer : 1090 €/mois charges comprises.

Possibilité courte durée et autres locations.

Disponible de suite."
85,meublee appartement ,43m,1650,Paris 12E,/  06 septembre 2019,"Superbe appartement proche gare de Lyon 2 pièces.
Appartement Refait à neuf! Au coeur de la Gare de Lyon.

Beaux volumes, c'est un très bel appartement meublé (43m2) et lumineux de 2 pièces avec 1 chambre au 1er étage avec ascenseur. La salon est équipé d'un canapé lit.

L'appartement est composé d'une entrée,  d'un séjour avec cuisine équipée, d'une chambre à coucher meublée et d'une salle de bains avec toilettes.
Belles prestations: double vitrage, télévision, lave-linge, Etc.
Eau chaude et chauffage individuels.

Loyer : 1.600 €/mois + 50 € charges."
86,meublee studio ,23m,1100,Paris ,/  06 septembre 2019,"Studio meublé 23 m², proche du Trocadéro, Très proche du lycée Janson De Saillyavec ascenseur dans un immeuble standing sécurisé (avec gardiennage et digicode) donnant sur un jardin arboré au 2ème étage et sans vis-à-vis.

Entièrement rénové, parquet au sol, canapé-lit, grand placard / dressing, cuisine américaine avec plaques électriques,
micro-ondes et réfrigérateur, salle de douche avec wc. Chauffage par immeuble.

Libre de suite.
Possibilité courte durée.
950 €/mois + 150 € charges (chauffage collectif inclus)."
87,meublee appartement ,65m,1765,Paris 19E,/  06 septembre 2019,"Libre de suite.

Résidence Les Eiders.
Beau 3 pièces meublé de 65m² (loi Carrez) au 3ème étage avec ascenseur. Résidence de standing très bien entretenue avec gardiennage. Quartier vivant, commerces, crèches, écoles, marchés, proche bassin de la Villette, proche métro ligne 7.

Très bon état et équipé. Très agréable à vivre et bien agencé.
Chauffage central, eau chaude, parquet stratifié de qualité et carrelage, calme, lumineux, ensoleillé avec deux balcons meublés.

Composé d'une entrée, cuisine équipée (four, lave-linge, lave-vaisselle, frigo/congélateur) avec fenêtre d'atelier, grand séjour, wc séparés, salle de bains équipée avec baignoire, deux chambres meublées, dressing, rangements, balcons filants meublés de 7m² chacun. Cave inclue dans la location. Location parking en sus possible.

Loyer : 1515 €/mois +250 € charges."
88,meublee studio ,18m,1149,Paris 2E,/  06 septembre 2019,"Montorgueil. Quartier Piétonnier.
Métro: Sentier, Châtelet, Les Halles.

Studio meublé avec coin cuisine équipée, et salle de bains complète, au 4eme étage sans ascenseur, lit mezzanine 2 places, électroménagers (lave-vaisselle, machine à laver, séchoir, plaque chauffantes, frigidaire, aspirateur), canapé lit, bureau, armoire, petite table déjeuner, placards. Immeuble ancien, digicode, calme et clair donnant sur cour avec jardin. Libre le 11 septembre.


Loyer : 999 € + charges 150 €"
89,meublee appartement ,45m,2200,Paris 8E,/  06 septembre 2019,"L'appartement est situé devant l'hôtel « Four Seasons Hôtel » sur la charmante avenue George V (8ème arrondissement), dans le quartier des Champs Elysées (150m). Il est situé à quelques pas du parc du Trocadéro, de la Concorde, de Iéna, de la Seine et de la tour Eiffel.
Il comporte une vaste pièce principale avec une grande fenêtre, une chambre complétement équipée et confortable, et une salle de bain avec douche.
Il est parfait pour un jeune couple puisqu'il a deux espaces distincts : un joli salon avec un canapé lit et un bureau, et une chambre confortable. Il y a d'autre part de nombreux espaces de rangements.
Le quartier est agréable et calme. Vous y trouverez des boulangeries, supermarchés, banques et pharmacies directement à pied. Vous trouverez également des restaurants sympathiques (pizzas, cafés typiques, sushis, etc…).
Les visites se font uniquement le samedi matin.
-lit confortable dans la chambre
-canapé-lit dans le salon
-cuisine avec un coin pour manger, plaque chauffante, micro-onde, lave-vaisselle et machine à laver.
-bureau avec table et chaises dans le salon
-TV écran plat

Les stations de métro les plus proches sont George V, Line 1, Iena Line 9 or Étoile L6/L1/RER A.

La taille de l'appartement est de 45m2, 6ème étage
les charges locatives d'environ 250€/ mois (dont gardien 24H/24)
l'internet/téléphone et électricité sont individuels : environ 50€ à 80€ par mois selon votre usage.

Agences s'abstenir


The apartment is situated in front of The Four seasons hotel (Paris 8 GEORGE V) wich is a charming avenue in the Champ Elysée area (150m from Champ Elysées). A few minutes walk to Trocadero Square, Concorde, Iena, seine river and the Eiffel Tower.

This apartment features a spacious main room with a large window, a fully equipped  a comfortable bedroom and a bathroom with shower.

The layout is perfect for a young couple since it has two distinct areas : a nice living space with a sofa bed and a desk, and a comfortable bedroom. There is also plenty of closet space.

The area is safe and quiet. There are bakeries, supermarkets, banks and pharmacies at walking distance. You will also find nice dining places (pizzas, typical cafés, sushi…etc…)

Visits are only on sturday morning. Thanks

– Comfortable Bed in the room
– Sofa Bed in the living room
–  kitchen with dining area, equipped with heating plates, micro-wave, dishwasher and a washer.
– A desk with table and chairs and in the living room.
– Flat screen TV

The closest subway stations are George V, Line 1, Iena Line 9 or Etoile L6/L1/RER A.

Apartment size: 500 square feet / 45 square meter
Maintenance (commonly referred to as charges in France): ~250 Euros per month included in the price.
Internet / Phone / Electricity are individual & not included : Approximately 50-80 euros per month depending on usage.

I am not a realstate agent + I do not need a realstate agent (agence s'abstenir)"
90,appartement ,37m,1300,Paris 15E,/  06 septembre 2019,"Appartement de 2011 composé de 2 pièces à proximité du centre Beaugrenelle et des transports (ligne 10 ou lignes de bus 42 70 88). Proximité des commerces. Calme donnant sur une impasse, balcon agréable et lumineux.
Ce logement comprend une salle de douche  avec wc, une cuisine équipée.
Chauffage individuel électrique, double vitrage, volets électriques, porte blindée, digicode et interphone, 3ème étage avec ascenseur.

Possibilité de parking en supplément.

Libre à partir du 1er octobre"
91,appartement ,100m,2990,Paris 15E,/  06 septembre 2019,"Appartement de 2011 composé de 4 pièces à proximité du centre Beaugrenelle et des transports (ligne 10 ou lignes de bus 42 70 88). Proximité des commerces. Calme donnant sur une impasse, terrasse et balcon agréable et lumineux.
Ce logement comprend une salle de douche et une salle de bain avec wc,  wc  indépendant, une cuisine ouverte équipée.
Chauffage individuel électrique, double vitrage, volets électriques, porte blindée, digicode et interphone, 3ème étage avec ascenseur.
Un parking et une cave complètent cette offre.
Libre à partir du 7 octobre"
92,meublee appartement ,75m,2490,Paris 3E,/  06 septembre 2019,"Métros Étienne Marcel / Chatelet-les-Halles / Rambuteau.

Libre de suite.

Appartement 3 pièces, meublé, 75 m², au quatrième étage sans ascenseur, d'un bel immeuble haussmannien, comprenant : une entrée, un grand salon et deux grandes chambres de 13 m² et 15 m².

Une grande cuisine séparée avec coin repas, refaite, équipée (lave-linge, sèche-linge, lave-vaisselle, plaque induction et four Siemens.

Salle d'eau et WC séparés.

Parquet, moulûres, deux cheminées, porte-fenêtres avec petits balcons juliette dans les chambres et le salon.

Chauffage individuel gaz.
Digicode.

Pas de colocation.
Garanties demandées.

Loyer : 2490 €/mois + charges 100€"
93,meublee appartement ,36m,1350,Paris 5E,/  06 septembre 2019,"Mouffetard - Place Contre Escarpe.

Appartement refait à neuf. Meublé - Equipé. Deux pièces. Dernier étage. Très lumineux. Très chaleureux. Calme. Belle vue. Poutres apparentes. Séjours - Chambre parquet en bois. Kitchenette américaine. Salle de bains avec marbre et Sky light. Petite terrasse. 5ème étage.

-Métro Cardinal Lemoine
-Métro Jussieu
-Métro Maubert - Mutualité
-Métro Place Monge

Loyer charges comprises.

Les visites sont prévues la semaine du 2 septembre."
94,meublee appartement ,46m,1950,Paris 6E,/  06 septembre 2019,"Appartement Loft de 46m2

Paris 6e. Idéalement placé, Location meublée.  Rue de l'Hirondelle. En plein cœur du quartier Latin - RER Saint-Michel.
Métro ligne 4, Saint-Michel Notre Dame. Rue entièrement piétonne. Près des écoles, Science Po, Louis le Grand, La Sorbonne, école d'architecture, Henri IV, Fenelon etc ...
Magnifique loft meublé de 46 m², avec grande hauteur sous plafond, vue imprenable sur la Sainte Chapelle.
Au 5e étage  sans ascenseur, sans vis-à-vis sur les toits de Paris, très ensoleillé, comprenant : Une entrée, un séjour, une cuisine aménagée et équipée, une salle de bains avec wc indépendant.
Loft entièrement équipé en ligne de maison et linge de toilette etc ...
Loyer charges comprises (internet haut débit compris dans les charges) . 1.950 €/mois.
Location court et long terme.
Disponible à partir du 1er Février 2020."
95,meublee appartement ,65m,2180,Paris 7E,/  06 septembre 2019,"Rue Barbet de Jouy.

Dans quartier et immeuble de grand standing. 2 pièces meublé 65 m², nombreux rangements (+ débarras + cave). Au 3ème étage sur jardin, ascenseur.
Appartement entièrement refait et très bien équipé. Il est composé d'une entrée, d'un wc séparés, d'une cuisine équipée (lave-vaisselle, lave-linge, réfrigérateur/congélateur, four ....), d'une grande pièce , d'une chambre et d'une salle de bain. Linge de maison fourni.
Couchage : 1 lit double + 1 canapé-lit 2 places.
Immeuble sécurisé : digicode + interphones + gardien + local vélos

Loyer charges comprises ( chauffage inclus).
Disponible le 26 août
Location longue durée uniquement (minimum 1 an).
Métro : Saint François Xavier ligne 13.

English spoken."
96,meublee appartement ,54m,1900,Paris 15E,/  06 septembre 2019,"Location meublée, proche Champs de Mars - Paris

Appartement meublé 54 m², 3e étage sur une cour ensoleillé et calme, dans une résidence de standing à 100m du Champs de Mars (15e, limite 7e), avec ascenseur, interphone, digicode et gardiens, très bien sécurisée, et très lumineux.

Comprenant : une entrée, un séjour meublée (plusieurs rangements), une cuisine indépendant complètement meublée et aménagée (plaque, four, four micro-ondes, machine  à café), une chambre avec lit deux places, une salle de bains séparée avec baignoire/jacuzzi, lave-linge et sèche-linge, un wc indépendants, loggia, cave.

Proche tous commerces et transports (métros, bus).
Loyer charges comprises : 1900 €/mois.
Libre à partir du 1er septembre 2019.
Sérieuses références demandées.
Métro : La Motte Picquet – Grenelle (lignes 6, 8, 10), bus 42, 69, 80, 82."
97,meublee appartement ,48m,1700,Paris 13E,/  06 septembre 2019,"Situé dans un quartier résidentiel et calme, à proximité des business center des 12e et 13e arrondissements, de tous commerces, divertissements, cinémas, opéra, des transports en commun, de l'hôpital Universitaire de la Pitié Salpétrière, des gares d'Austerlitz et de Lyon et du Jardin des Plantes,
cet agréable appartement rénové à neuf de 48 m², dispose d'une chambre meublée, d'un très grand salon salle à manger aménagé avec goût, d'une cuisine aménagée avec des équipements électroménagers neufs tels que lave-linge / sèche-linge, lave-vaisselle, réfrigérateur, four et micro-ondes , machine nespresso... et d'une salle de bains avec baignoire.

Accessible avec ascenseur, il est situé au 4e étage avec 3 fenêtres donnant sur rue exposition Sud/Sud-Ouest. Toutes les parties communes de l'immeuble ont été réhabilitées en 2018. Le voisinage est calme et respectueux.

Located in a quiet and residential area, close to business centers in the 12th and 13th arrondissement, to any commerce, entertainements, theaters, opera, transportation, the University Hospital of La Pitié Salpétrière, the Austerlitz and Lyon train station and the Jardin des Plantes, this nice appartment, recently renovated, of 48m2, has a furnished bedroom, a very big living room and dining room, a kitchen equipped with new electrical appliances such as a washing machine and a dryer, a dishwasher, an oven and a microwave, a nespresso machine...and a bathroom with a bathtub. It is situated on the 4th floor, accessible with an elevator, and with three windows with south and southwest exposure. All the common areas of the building have been renovated in 2018. The neighborhood is quiet and respectful.

Loyer : 1700€ charges comprises"
98,meublee studio ,13m,600,Paris 7E,/  06 septembre 2019,"Studio refait à neuf avec coin cuisine équipé, salle de douche avec wc, située étage-1 avec fenêtre sur bout de jardin. Bon quartier métro lignes 10 et 13, chauffage collectif possibilité internet. Profil recherché étudiant pour environ 10 mois, caution parentale de 2 mois
Pas de colocation.
Contact par mail, donnez votre portable afin que je puisse vous contacter pour une visite."
99,meublee appartement ,48m,1650,Paris 15E,/  06 septembre 2019,"Meublée 1 an minimum, Pasteur (15ème).

Très beau 48 m² ensoleillé, bel immeuble ancien en pierre-de-taille, 5ème étage, ascenseur moderne, balcon filant, charme du parquet d'époque, chambre sur cour avec grande penderie, double séjour (avec canapé-lit), wc, salle de bain (avec baignoire/douche), cuisine entièrement équipée, plan optimisé, double-vitrages neufs, nombreux rangements, proche commerces et transports, avec parking privatif proche,
Loyer 1650€ / mois (charges comprises). Pas de co-location.
 Libre de suite.

FURNISHED RENTAL 1 year minimum, Paris 15 (Pasteur).

Very beautiful & sunny 48 sqm flat, 5th floor, modern lift, large balcony, wooden floor, bedroom over courtyard, double living room (with sofa bed), WC, bathroom (with bath), fully equipped kitchen, modern double-glazing, lots of storage, close amenities & transportation, with private parking, Euro 1650 /month (building charges included). No co-tenants. Available now.

 Proactive, English-speaking and tenant-friendly!

Loyer : 1650 € charges comprises"
100,appartement ,73m,2150,Paris 16E,/  06 septembre 2019,"Rue du Ranelagh, dans un immeuble d'habitation de très bon standing, au 3ème étage avec ascenseur, appartement de 3 pièces entièrement remis à neuf composé d'une entrée, cuisine séparée aménagée,  une chambre,double séjour (possibilité de faire une chambre).
Appartement en parfait état général, volets roulants, chauffage collectif, possibilité parking en supplément.

Disponible immédiatement.
Envoyer mail pour prise de contact téléphonique.
Agence s'abstenir.
Loyer : 2150 € charges comprises

Locataire éligible à l'assurance loyer impayé uniquement."
101,meublee appartement ,60m,2490,Paris 19E,/  06 septembre 2019,"Parc des Buttes Chaumont - Duplex meublé 60m2 en bail mobilité (1 à 10 mois).
-> 3/4 Pièces avec 3 lits doubles + 1 canapé-lit et 2 salles de bains avec wc.

- 1er étage : Une entrée, un séjour (canapé-lit) avec une cuisine équipée ouverte (vaisselle fournie, four, lave-vaisselle etc), une chambre (lit double), une salle de bains (balnéo) avec wc.
- 2e étage : Une petite chambre mansardée (lit double), une deuxième chambre (lit double), une salle de bains avec wc.
- Local rez-de-chaussée : Une buanderie privative avec lave-linge et sèche-linge.

Colocation possible.
Disponible à partir du 1er octobre 2019.

Loyer : 2400 €/mois + 90 € charges."
102,meublee studio ,19m,730,Paris 15E,/  06 septembre 2019,"Rue Olivier de Serre. Métro Convention.
Studio meublé, environ 19 m². 3ème étage sur rue,  avec ascenseur.
Salle d'eau avec douche et  wc. Kitchenette américaine. Petit balcon.

Loyer : 650 €/mois + 70E provision pour charges (eau chaude et chauffage compris).

Libre de suite."
103,meublee appartement ,60m,1890,Paris 12E,/  06 septembre 2019,"A 300 m du Bois de Vincennes, à quelques minutes du métro Porte Dorée.
Dans immeuble ancien, copropriété calme et familiale.

Appartement lumineux meublé de 3 pièces 60 m², 2 chambres à Saint-Mandé, limitrophe Paris 12ème (quartier Picpus/Bel Air), au 4e étage sur 5 avec ascenseur.
- Salon/salle à manger de 26 m² meublé  avec parquet cheminée en état de fonctionnement.
- Cuisine ouverte entièrement refaite à neuf, meublée et équipée (réfrigérateur congélateur, plaque vitrocéramique 4 feux et four pyrolyse multifonction, lave-vaisselle, couverts, vaisselle, verres, ustensiles de cuisine, poêle et casseroles).
- Salle de bains entièrement refaite avec lave-linge séchant Brandt, panier à linge.
- wc séparés.
- Deux chambres : l'une de 12 m² avec deux lits simples 90x190 pouvant être réunis, penderie et cheminée décorative.
L'autre de 7 m² avec un lit double de 140X190.
- Double vitrage, chauffage collectif, alarme, porte blindée, digicode, interphone.

Ecole maternelle et primaire à 30 m, lycée et crèches à proximité, commerces à 300 m, piscine et salle de sport à 200 m.

Métro ligne 8 station Porte Dorée, bus 46, bus 86, bus 325, bus 29,Tramway ligne 3, Vélib à proximité.

-Stationnement résidentiel Paris et St-Mandé.
Direct Balard et Ecole Militaire (ligne 8 et tramway 3),Fort neuf et HIA Bégin direct par bus, IGN, hôpital Trousseau et clinique des bluets. Proche Nation.
-Accès direct périphérique 20 mn aéroport d'Orly, 30 mn aéroport Roissy-Charles de Gaulle.
- Photos supplémentaires disponibles par mail.
- Visites à partir du 07 août  2019.
- Dossier complet demandé avant de visiter.
Loyer : 1.690 €/mois + 200 € de charges.

Agences immobilières s'abstenir.
Merci de laisser un message avec vos noms, prénoms et numéro de téléphone
Loyer : 1890 € charges comprises"
104,appartement ,74m,2800,Paris 2E,/  06 septembre 2019,"Possibilité de location  vide  ou meublé .

Quartier Montorgueil. Loft de 74,2 m² avec séjour de 37 m² hauteur sous plafond de 4m50, chambre ouverte depuis mezzanine, coin cuisine équipée, salle de bains, wc indépendant. Dans hôtel particulier XVIIIe siècle en pierre de taille et escalier répertorié, avec concierge , donnant sur cour intérieure du bâtiment, très calme, refait totalement avec goût et rénovation en 2019 , parquet massif, fenêtres isolantes avec volets bois intérieurs. Chauffage électrique et production eau chaude individuels.

Métro Sentier et rue Montorgueil à 1mn.

Libre de suite .
Loyer : 2800 €/mois charges comprises de 55 €."
105,studio ,28m,940,Paris 10E,/  06 septembre 2019,"Métro Gare de l'Est ou Strasbourg Saint Denis : 65 rue du Faubourg Saint Denis.

Studio au 4eme étage de 28m², très bon état, clair. Parquet, double vitrage.
Le bien se compose d'une entrée, cuisine non équipée, une salle de douche avec wc, une grande pièce de 19m² avec 2 fenêtres. Loyer 890€ +50€ de charges. Garant demandé. Visites sur place les samedi 7 et 14 de 10h30 à 11h15 et le jeudi 12 de 12h30 à 13h30."
106,appartement ,56m,1700,Paris 19E,/  06 septembre 2019,"Appartement 56 m² Allée Darius Milhaud, 4e étage avec ascenseur.
Meublé ou vide.
Grand appartement. Le logement est proche  rue Manin, rue petit, les magasins et les restaurants.
Vous apprécierez pour la vue du balcon très agréables et très calme.
toilettes séparée, grande cuisine ...

Loyer : 1650 € + charges 50 €"
107,meublee chambre ,14m,565,Paris ,/  06 septembre 2019,"Rue Bremontier. 500 m lycée, métro Wagram. Au 7e sans ascenseur. Chambre meublée, parfait état, 14 m² au sol environ : cuisinette (réfrigérateur et plaques de cuisson), lavabo, cabine de douche, lit, armoire, vaisselle, etc. Libre le 10 septembre 2019.  565 €/mois charges comprises. 01.47.66.45.80 ou 06.07.01.80.76."
108,meublee appartement ,40m,1850,Paris 7E,/  06 septembre 2019,"Sublime appartement meublé de 2 pièces 40 m², dans un splendide immeuble Haussmannien de l'avenue Rapp à la cour classée.
Un vrai 2 pièces refait à neuf au 2ème étage sur cour.

Très belle décoration carrelage gris, parquet noir, murs gris et dalles métro. Lustres anciens et cheminée.
2 lits dans la chambre et banquette-lit cigogne dans le salon. Équipé de lave-linge, lave-vaisselle, plaque, four micro-ondes, machine à café, toasteur, fer à repasser, coffre-fort, linge de maison. Vue partielle sur la Tour Eiffel.

Ascenseur. Chauffage centrale par l'immeuble.
Gardienne et 2 digicodes.

Disponible à partir du 6 septembre.
Loyer : 1850 €/mois charges comprises."
109,meublee studio ,14m,720,Paris 1Er,/  06 septembre 2019,"Châtelet, près Bastille. Rue de la Ferronnerie.
Studio atypique meublé, environ 14 m² avec mezzanine.
Belle hauteur sous plafond. Fenêtre style Vélux.
Au 3e sans ascenseur. Tout confort, coin-cuisine équipé, salle d'eau avec baignoire sabot, wc, lavabo, lave-linge.

Courte durée possible.

Loyer 720 euros + charges."
110,meublee appartement ,70m,3600,Paris 1Er,/  06 septembre 2019,"Appartement meublé exceptionnel avec beaucoup de charme ; Appartement refait à neuf .
Métro Pyramides, Ligne 1, face jardin des Tuileries et le musée du Louvre.
10 minutes à pied de la place de la Concorde, des Champs Élysées et de la place Vendôme .

3 pièces, 70 m², entièrement meublé et équipé avec internet fibre optique. Bel immeuble du 18e siècle sur jardin intérieur, pavage d'origine au 4ème étage ascenseur. Interphone. 2.85 m hauteur sous plafond, parquet moulure cheminées d'origine.

Grande entrée, séjour avec cheminée, salle à manger, grande chambre avec grand placard et cheminée, salle de bains avec douche à l'italienne, cuisine équipée avec four, machine à laver lavante-séchante, lave-vaisselle, plaque à induction, four micro-ondes, hotte aspirante.

Très calme, double vitrage. Très clair.
Libre de suite.

Loyer : 3600 € charges comprises"
111,meublee studio ,26m,1410,Paris 6E,/  06 septembre 2019,"Métro Sèvres Babylone ou Vaneau.

Dans résidence moderne et sécurisée avec jardins, gardien.
Studio 26 m², complètement meublé, équipé, wifi fibre orange très haut débit. Chauffage collectif.

Loyer : 1.410 €/mois, tout inclus (chauffage, électricité, wifi).Seulement eau en collectif avec compteur privatif eau chaude et froide 20/25 euros/mois déduit sous la caution ou une fois par an.

5/10 min de Université Descartes. Ferrandi, Cordon Bleu, Sciencespo, Alliance Française, Sorbonne, Ritz Escoffier, Icp.

Disponible au 15/08/2019."
112,meublee studio ,25m,1500,Paris 16E,/  06 septembre 2019,"Cœur de Passy, proche zone piétonne et tous commerces, studio 25m2, totalement refait à neuf, meublé et totalement équipé, immeuble moderne de standing avec gardien, 2ème étage, ascenseur, interphone, digicode, volets roulants électriques, double vitrage phonique.
Grand balcon filant, sur rue calme, lumineux sans vis-à-vis.
Comporte 1 salon meublé avec 2 canapés lit de 2 places, un grand dressing avec nombreux rangements, cuisine américaine moderne totalement équipée avec lave-vaisselle, lave-linge séchant, frigidaire, congélateur séparé, four à chaleur tournante, micro-onde, plaques à induction et hotte aspirante.
1 salle de douche et WC refaits à neuf (adaptés PMR) et sèche-linge chauffant.
Fer à repasser et table à repasser, aspirateur, bouilloire et vaisselle fournie.
TV écran plat avec TNT branchée.
Chauffage et eau chaude collectifs compris dans les charges.
Une cave complète ce bien.
Disponible à partir du 1er Janvier 2020.

Loyer : 1500 € charges comprises"
113,meublee studio ,17m,750,Paris 20E,/  06 septembre 2019,"Métro Père Lachaise Dans bâtiment en fond de cour, au 1er étage sans ascenseur. Studio meublé 17m2 comprenant séjour avec cuisine équipée, mezzanine, canapé lit, armoire, salle d'eau avec douche wc lavabo.
Ce studio dispose d'une  terrasse, et d'une  buanderie avec machine à laver le linge.
Loyer 750 €/mois charges comprises sauf eau. Libre au 01/09/2019. Me contacter  par courriel."
114,studio ,30m,920,Paris 12E,/  06 septembre 2019,"Studio 30 m², non meublé.
Métros Picpus, Nation.
Proximité du RER (notamment à destination de la Défense) et de nombreuses lignes de métros, et de bus.

Au 1er étage, petite copropriété fermée dans une impasse.

Très calme. Très bon état.

Grande pièce principale avec penderies, placards, deux grandes fenêtres double vitrage.
Chauffage électrique.
Très clair.
Salle de bains avec baignoire et wc.
Cuisine indépendante, grands placards, plan de travail.
Interphone.

Quartier commerçant, proche tous commerces, cafés, restaurants, poste, banques et facilités.

Libre de suite.

Loyer 920 €/mois charges comprises.
Sérieuses références demandées."
115,studio ,14m,600,Paris 18E,/  06 septembre 2019,"Studio rénové avec cuisinette, frigidaire, plaques électriques, hotte aspirante, meuble de cuisine et salle de bains indépendante avec douche, wc, lavabo.
Rez-de-chaussée donnant sur petite cour.
Proche Métro Abbesse et des quartiers de Pigalle et du Sacré Coeur.
Disponible au 1er octobre.
Loyer : 600 €/mois charges comprises."
116,appartement ,58m,1530,Paris 15E,/  06 septembre 2019,"Meublé. Au 5ème et dernier étage avec ascenseur, beau 2 pièces de 58 m² sans vis-à-vis.

Métro Porte de Versailles, limite rue Vaugirard.

Entrée avec rangement, salon, chambre, petit balcon sur verdure, lumineux et calme, parquet.
Cave.

Chauffage et eau chaude collectifs.

Interphone.

Loyer : 1.380 €/mois + 150 € provision charges."
117,meublee studio ,34m,1350,Paris 16E,/  06 septembre 2019,"Appartement très confortable avec beau balcon.
Grand studio meublé, rue Saint-Didier (16ème – proche métros Victor Hugo et Boissière), 2eme étage ascenseur, 34,5 m² au sol + balcon 6m2.

Entrée, cuisine équipée (lave-vaisselle, lave-linge, plaques de cuisson, nombreux rangements), salle de bains avec baignoire et wc, dressing et nombreux rangements, porte blindée. Éligible à la fibre.

Gardien, digicode, interphone.

Rénové très récemment avec parquet neuf. Literie neuve. Canapé convertible neuf, parfait pour accueillir des amis !

Loyer : 1350 €/mois charges comprises."
118,meublee appartement ,50m,1750,Paris 8E,/  06 septembre 2019,"Exceptionnel ! Triangle d'or - 
A 50 m des Champs Élysées, rue de Washington.

Grand 2 pièces traversant, de 50 m² environ.

Beaucoup de charme.
Calme et lumineux, mansardé, poutres apparentes et belle hauteur sous plafond.

Refait à neuf, meublé confortablement, cuisine entièrement équipée, vaste salon avec téléviseur, salle à manger, une chambre, une salle de bains, une mezzanine (avec couchage supplémentaire). Literies neuves.
2 dressings avec grands miroirs.
5ème étage sans ascenseur.
Colocation acceptée.
Beaucoup de cachet.
Agences s'abstenir.

Sérieuses références demandées.

Libre le 15 septembre.

Loyer : 1700 €/mois + charges 50 €."
119,studio ,27m,860,Paris 13E,/  06 septembre 2019,"Paris 13ème. Gobelins, 10 rue Rubens.

Studio 27,54 m² + balcon 2,60 m² au 5ème ascenseur, calme.
Séjour sur balcon, placard, parquet, cuisine équipée (plaque vitrocéramique, réfrigérateur), salle d'eau avec douche, lavabo et wc. Emplacement lave-linge.
Chauffage individuel, gardien, interphone.

Métro Gobelins, place d'Italie, commerces.

Libre le 7 septembre.

Garant demandé.

860 €/mois + 78 € provision charges locatives.
Location simultanée parking sous-sol 85 €."
120,meublee studio ,17m,800,Paris 11E,/  06 septembre 2019,"Location meublée, située dans le 11ème arrondissement (métro Charonne).

Au 1er étage d'une copropriété calme, appartement sur cour, lumineux et refait entièrement à neuf en 2013.
Bonnes prestations : parquet flottant, double-vitrage, volets roulants, porte blindée, chauffage électrique.

- Coin cuisine (plaque vitro-céramique, réfrigérateur, four/micro-ondes, machine à laver/sèche-linge)
- Coin salon/nuit (canapé clic-clac, grande penderie intégrée, buffet, étagères, table)
- Coin salle d'eau (chauffe-serviettes).

Disponible le 1er octobre 2019.
Loyer : 800€ charges comprises.

Visites les samedi 21 et dimanche 22 septembre.
Prévoir dossier complet lors de la visite."
121,studio ,10m,400,Paris 9E,/  06 septembre 2019,"Chambre-Studette  très indépendante de l'appartement.

Kitchenette, frigo, congélateur, plaques, évier, douche, toilette perso, etc.. rangements, meubles, bureau, chaise.. .  Connexion à internet en sus 10E.

Dans appartement en colocation, 10 m² : pour personne seule uniquement, dans appartement 100m2 (déjà plusieurs colocataires).
Étage: sur cour + 1/2 sous-sol à l'Anglaise.

Bail plus de 12 mois avec préavis 3 mois : 340€/mois + charges: 70E .
+ forfait commodité (eau + électricité + gaz + assurance + TV câble) à 60€/mois,
soit : 470€/ mois au total tout compris.
(Caution 375€, garantie préavis 375€ remboursables)

Le tout: toutes charges et commodités comprises.
Très aménager, très fonctionnel.
La super-convivialité n'est donc pas obligatoire, mais le calme, et savoir-vivre, de rigueur et sûr et certain.
En résumé, les avantages de la colocation sans les inconvénients.

Lieux: il y a 4 lignes et 6 stations de métro: Cadet, ND Lorette, Anvers, le péletier,  Blanche, St Georges + nombreux bus (vous avez l'embarras du choix des transport publics).

Adresse: rue de l'Agent Bailly, 75009, Paris.
Charmes Quartier Vieux Paris Montmartrois..

Quartier très calme, avec toutes commodités à deux pas:
7 Supermarchés et boutiques épiceries de nuit, toutes boutiques sur rues commerçantes.
Lieux de Fêtes, nombreux bars, discothèques, etc..  à 7 minutes à pied.
2 piscines Valeyre et Drigny.

Laisser impérativement votre mail et si possible votre tel.
Demander: Mme Lachambre."
