,Type_appart,Surface m²,Price €,Localisation,Date Post,Description
84,appartement ,26m,850,Paris 18E,/  13 septembre 2019,"Métro Marx Dormoy à proximité du marché de l'Olive.

Deux pièces de 25.6 m² (loi Carrez) au premier étage sur cour, calme.

Deux grandes fenêtres avec double vitrage, dans un immeuble en bon état, refait: séjour + chambre avec tomettes, cuisine américaine ( semi équipée, plan de travail, plaques vitro-céramique, évier, rangements), salle de bains avec baignoire .

Très bon état, peinture refaite.

Libre et visitable immédiatement."
85,meublee studio ,22m,900,Paris 12E,/  13 septembre 2019,"En plein coeur de la rue de Picpus  à moins de 5 minutes à pieds du métro Nation.
Résidence calme et sécurisé studio en rez-de-jardin, grande salle de   douche  wc, volets électrique, pièce principale de 12 m² équipé d'une cuisine aménagée d'un lave-linge, micro-ondes, frigo, et deux très  grands placards intégrés + cave de 3 m².
Libre de suite."
86,appartement ,67m,2.460,Paris 17E,/  13 septembre 2019,"Batignolles 67m2 (3 pièces). Octobre 2019.

Appartement 3 pièces de 67 m² (3ème étage avec ascenseur), très lumineux, composé de 2 belles chambres (assez spacieuses pour y mettre un lit-double dans chaque et comprenant des placards coulissants), un grand salon salle à manger, une cuisine séparée, une salle de bain avec baignoire et deux lavabos et un wc séparés.
Situé au cœur du quartier très vivant des Batignolles, à deux pas du Square des Batignolles et du Parc Martin-Luther-King, 17ème arrondissement de Paris, proche de la station de métro Brochant et de la gare de Pont Cardinet.
Place de parking dans l'immeuble accessible en ascenseur.
Appartement disponible au 1er octobre 2019.
Loyer : 2300€/mois (avec parking / + charges) + 160€/mois charges.

•	Appartement 3 pièces de 67 m²
•	3ème étage avec ascenseur
•	Parking avec accès direct en ascenseur

•	Grand salon lumineux
•	2 chambres spacieuses avec grands rangements
•	Cuisine aménagée
•	Salle de bains avec baignoire et deux lavabos
•	Wc séparés
•	Chauffage électrique (récent).

•	Au cœur du quartier des Batignolles
•	Quartier très vivant :
o	Très nombreux commerces à proximité
o	Supers écoles et garderies
•	Très proche de nombreux transports :
o	2 minutes à pieds de la station de métro Brochant (ligne #13)
o	5 minutes à pieds de la station Pont Cardinet (train #L / ouverture de la ligne #14 prévue en 2020)
o	10 minutes à pieds de la station Porte de Clichy (RER C / Trame B / ligne #13 / ouverture de la ligne #14 prévue en 2020).


»	Dossier de location
Eléments à inclure dans le dossier à remettre lors de la visite si intéressé : (seuls les dossiers complets seront pris en considération) :
−	Pièce d'identité en cours de validité (carte d'identité, passeport, carte de séjour…)
−	Contrat de travail ou attestation de l'employeur
−	Trois dernières fiches de paie
−	Dernier avis d'imposition
−	Garant : caution solidaire (si nécessaire)
−	Trois dernières quittances."
87,meublee appartement ,85m,2.950,Paris 3E,/  13 septembre 2019,"Libre pour une location longue durée à partir de début août.
Appartement bourgeois/ancien entièrement meublé situé rue Beranger.

Composé d'une entrée, un salon, une salle à manger, deux chambres sur cour et au calme,  d'une cuisine équipée indépendante, d'une petite salle de bain, wc séparés.
Environ 85 m² + balcon filant de 10 m².
2ème étage avec ascenseur.
Télévision par câble + Internet inclus dans le tarif.

Loyer 2950 charges comprises ( dont électricité/gaz, internet, 2 heures de ménages tous les quinze jours ).

Assurance obligatoire + caution.
(Agence s'abstenir).

Merci de me présenter un dossier complet avec les documents suivants, lors de la visite :
-Les 3 dernières derniers bulletins de paie.
-un garant (caution solidaire)
-une pièce d'identité
-un contrat de travail ou attestation de l'employeur précisant l'emploi et rémunération proposée, la date d'entrée en fonctions envisagée et, le cas échéant, la durée de la période d'essai.
-Carte d'étudiant ou certificat de scolarité pour l'année en cours.
-Le dernier ou avant-dernier avis d'imposition ou de non-imposition en France ou Trois derniers bulletins de salaire.
-Les deux derniers bilans ou, à défaut, une attestation de ressources pour l'exercice en cours délivré par un comptable pour les professions non salaries."
88,meublee studio ,15m,1.290,Paris 5E,/  13 septembre 2019,"Au coeur de Paris - Plein centre - Pantheon - Quartier latin - studio tout confort et ensoleillé sur grand jardin

Le calme à Paris. Au coeur du quartier touristique du 5ème arrondissement.

Loyer tout compris: internet, électricité, chauffage, eau, charges immeuble inclus
Charges forfaitaires :165 €  à  ajouter au loyer de 1125€. Loyer total : 1290€ - Aucun supplément à prévoir.

A proximité d'Henri IV, proche de la Sorbonne,de l'université Panthéon-Assas, de l'Ecole Normale Supérieure, de l' Ecole Normale Supérieure des Arts décoratifs, de l'Ecole Nationale supérieure de Chimie, de l'Ecole supérieure de Physique et Chimie Industrielle, de l'Institut National de Paris Grignon, et de l'Institut Curie.

A deux pas de la place de la Contrescarpe, du marché Mouffetard, et des Jardins du Luxembourg.

Joli studio dans immeuble récent sécurisé (digicode + interphone) avec ascenseur. Joliment meublé, refait par architecte en 2015.

Très lumineux. Charme, soleil. Très calme (dernier étage - 3 appartements à l'étage) sur un beau jardin arboré.
15 m² environ.

Entrée-Espace cuisine équipée (micro-ondes/grill, plaques, hotte réfrigérateur avec compartiment congélateur, vaisselle complète), carrelage au sol.
Salle d'eau carrelée avec wc (douche, wc, lavabo).

Séjour avec parquet - Grande fenêtre donnant sur le jardin plein sud avec volet roulant électrique.

Nombreux placards intégrés - mobilier contemporain de qualité : canapé lit latex 140x190, bureau sur mesure avec rangements et plateau de verre, TV écran plat.

Libre à partir du 27 juin.

Courte durée possible - Bail mobilité, etc..

Garanties demandées.

Métro 10 : Cardinal Lemoine, Censier Daubenton
métro 7 : Place Monge.
Bus : 89 : Lycée Henry IV,
bus 84 : Panthéon,
 bus 27 et 21 : St Jacques Gay Lussac,
bus : 67 et 89 : Cuvier,
bus : 47 Cardinal Lemoine.
Noctilien 15 et 22,RER B : Luxembourg.


Loyer : 1125 € + charges 165 €"
89,meublee appartement ,30m,1.400,Paris 6E,/  13 septembre 2019,"Cœur Saint-Germain-des-Prés.

2 pièces meublé, 30 m², très calme et idéalement situé. Au 1er sur cour, 1 grande chambre, un séjour avec coin cuisine équipé.
(lave-linge, réfrigérateur, plaques vitrocéramiques, four), salle de bains, poutres et parquet. Belle hauteur sous plafond (3,20 m). Repeint à neuf.

Libre en Aout.

Loyer : 1.400 € /mois charges comprises."
90,meublee appartement ,30m,1.400,Paris 6E,/  13 septembre 2019,"Cœur Saint-Germain-des-Prés.

2 pièces meublé, 30 m², très calme et idéalement situé. Au 1er sur cour, 1 grande chambre, un séjour avec coin cuisine équipé.
(lave-linge, réfrigérateur, plaques vitrocéramiques, four), salle de bains, poutres et parquet. Belle hauteur sous plafond (3,20 m). Repeint à neuf.

Libre en Aout.

Loyer : 1.400 € /mois charges comprises."
91,meublee appartement ,75m,2.800,Paris 12E,/  13 septembre 2019,"Très Bel appartement F4 de standing dans un immeuble Haussmannien, 75 m² au 2nd étage, triple exposition, hauts plafonds, 3 m, moulures, parquet.

Il est situé dans un quartier vivant, sympathique proche des commerces et des transports à deux pas de la Place de la Nation.

Composé d'une belle entrée, deux chambres, un salon (double séjour) sur avenue de Saint-Mandé, avec grand balcon, une cuisine séparée avec porte coulissante, équipée de frigo, four, micro-ondes, plaque, lave-vaisselle, lave-linge séchant, une salle de bain avec douche, meuble, sèche-serviette, wc indépendants, chauffe-eau individuel à gaz.
La cuisine, salle de bain, salle toilette sont neuf.

Entrée d'immeuble avec code, entrée de bâtiment avec visiophone, les fenêtres en double vitrage et plusieurs sont oscillo-battantes, placard penderie, ascenseur, et une cave…
Complétement rénové en 2019.

Disponible
Loyer : 2.400 €/mois + 400 € charges (comprenant l'eau froide et l'entretien des parties communes, et frais de gardien).

Dépôt de garantie et cautions sérieuses demandés. Pas de sous-location.

Merci de nous contacter par email ou par sms en nous précisant votre profil et votre projet.
NB : Le propriétaire refuse le démarchage commercial."
92,meublee appartement ,40m,1.375,Paris 14E,/  13 septembre 2019,"A 2 pas de Denfert et des commerces. Quartier Hallé. 2 pièces entièrement meublé et équipé, environ 42 m², au 2e étage. Interphone et digicode. local à vélo.

Très calme, très clair, vue dégagée, charme (moulures, cheminées marbre, parquet).
Très bon état.

Entrée, dégagement, séjour, 1 chambre, cuisine équipée (lavante-séchante, lave-vaisselle, fours, linge et vaisselle), salle d'eau, wc séparés. Chauffage individuel au gaz. TV. Fibre

Libre de suite.
Pas de colocation. Garanties demandées. Visites sur rendez vous après réception du dossier du locataire et du garant.

Loyer : 1375 € + 75 € charges."
93,meublee appartement ,45m,1.600,Paris 16E,/  13 septembre 2019,"Élégant appartement meublé au rez-de-chaussée de 45 m², proche Trocadero, Victor Hugo.
Entrée indépendante, salon avec canapé lit, cuisine américaine, salle de bains avec douche.
A l'etage: chambre, bureau, placards refait à neuf.
Nombreux transports: métro Boissiére, Victor Hugo et Trocadéro.

Libre à partir du 1er novembre.
Loyer: 1490E/mois + 110E de charges

Garanties sérieuses demandées."
94,meublee studio ,17m,750,Paris 18E,/  13 septembre 2019,"Au deuxième étage, dans une copropriété propre avec gardien.

Studio meublé d'environ 17 m², totalement refait à neuf. Se décomposant comme suit : pièce a vivre comprenant une cuisine équipée lave-linge, salle d'eau (douche, wc, lavabo).

Proches commodités et transports (métro, marché...).

Location longue durée."
95,studio ,13m,450,Paris 18E,/  13 septembre 2019,"Proche métro Place de Clichy et station bus.
Studette 13 m², au 6 Passage de Clichy 75018.

Au 2ème. Digicode, Entrée, chambre, salle de bain / wc, cuisinette avec frigo.
Demande de rendez-vous pour visiter par mail."
96,meublee studio ,30m,1.000,Paris 11E,/  13 septembre 2019,"Studio meublé 30 m² dans le 11e entre les métro Voltaire et St Ambroise. Canapé convertible, cuisine équipée,machine à laver.
Salle de bains avec baignoire. Chauffage électrique. 1er étage sur cour intérieure,

Lumineux. 950€ + 50€ de charges. Tel  0767084432"
97,meublee studio ,30m,950,Paris 13E,/  13 septembre 2019,"Appartement meublé d'une pièce, cuisine, salle de bains.
Refait à neuf + cave.
Au 16ème étage avec ascenseur, vue sur Le Sacré Coeur.
Centre commercial et loisirs à proximités.
Jardin privatif à l'immeuble commun. Métro place d'Italie, bus.


Loyer : 950 €/mois + charges et électricité."
98,meublee studio ,22m,958,Paris 17E,/  13 septembre 2019,"Batignolles, rue Lécluse.
Métro Place de Clichy - Rome.

Dans un bon immeuble, studette atypique meublée, au 4ème et dernier étage,
tout confort, entièrement refait à neuf, rénovation haut de gamme - avec plancher chauffant, parquet, isolation, fenêtres isolantes.

Pièce avec canapé, rangements, table, chaises et tabourets, cuisine américaine équipée (électroménagers haut de gamme : réfrigérateur intégrable avec freezer, plaques à induction, micro-ondes grill, hotte, lave-linge séchant, rangements, vaisselle), salle d'eau (douche italienne, wc suspendus, sèche-serviette électrique).
Mezzanine avec couchage lit de 140 X 200, drap, housse de couette, oreillers...

Très clair, soleil, calme.
Digicodes, téléouverture avec badge + interphone.
10,46 m² loi Carrez + 12,45 m² hors loi Carrez : 22,81 m².

Consommation électrique : G.
Emission des gaz à effet de serre : F.
Loyer : 928,15 €/mois + 30 € charges.
Pas de colocation, d'étudiants.
Bail résidence secondaire."
99,appartement ,44m,1.660,Paris 9E,/  13 septembre 2019,"Métro Pigalle.

Appartement de 44 m² au rez-de-chaussée, refait à neuf, très calme dans immeuble haussmannien.
Chauffage individuel au gaz.

Composé d'une cuisine équipée, une chambre, salle à manger, salle de bains.
Cave, possibilité de parking pour une voiture.

Loyer : 1550 €/mois + 110 € de charges.

Disponible de suite"
100,meublee studio ,25m,1.100,Paris 5E,/  13 septembre 2019,"Quartier Latin. Studio meublé 25 m², dans immeuble récent, au 5e étage ascenseur, balcon, vue, soleil, gardien. Meublé équipé pour pied-à-terre, cadre de mission.
Proximité grandes écoles, universités.
Pas de colocation.
Dossier papier demandé.
Agences s'abstenir.
Loyer charges comprises sauf EDF."
101,meublee appartement ,50m,1.497,Paris 15E,/  13 septembre 2019,"Quartier Saint-Charles, rue de la Convention. 2/3 pièces meublé, dans bel petit immeuble pierre de taille et brique,  au 3e sans ascenseur.
Proche tous commerces et transports.

Libre. Digicode. Bon état.

Entrée, Cuisine équipée indépendante avec four, machine à laver, réfrigérateur congélateur, plaque vitrocéramique, micro ondes. Double Séjour avec canapé convertible, table salon, télévision avec meuble télévision. Salle à manger avec table, 4 chaises et un bureau avec une chaise. Chambre séparée avec lit et placard. Wc séparés. Salle de bains avec baignoire et pare douche. Cave.

L'appartement est loué meublé exclusivement en longue durée. Chauffage collectif compris. Pas de parking. Références demandées.

Chambre et séjour sur rue. Pas de colocation, pas de location courte durée, pas de location étudiant.

Disponible 1 octobre
Visites sur rendez vous  samedi 14sept de 14 à 16 via Pap.fr
Loyer: 1.347 €/mois + 150E provision charges."
102,meublee studio ,18m,835,-1,/  13 septembre 2019,"Très beau studio, métro Boucicaut et Convention. Immeuble de standing avec digicode et gardien, situé au 5ème étage avec ascenseur.
Bureau, séjour, cuisine aménagée, salle d'eau avec WC privatif. Garage à vélo, proche commerces et commodités.

Loyer 720€ + 115€ charges ( chauffage et eau chaude inclus)/ mois.

Visite sur rendez-vous."
103,meublee studio ,40m,1.150,Paris 16E,/  13 septembre 2019,"Proche avenue Mozart, 5 mn du métro Jasmin. Proximité commerces.

Dans immeuble récent de standing . Studio meublé 40 m², au 4ème avec ascenseur, donnant sur parc. Cuisine fermée et équipée, salle de bains, wc séparés.
Parquet. Gardien. Cave.

Loyer : 1150€/mois + 140€  de provision pour charges."
104,meublee appartement ,50m,1.950,Paris 16E,/  13 septembre 2019,"À louer meublé  (Église d'Auteuil), rue privative Villa Michel Ange. 2 pièces refait à neuf par architecte, tout confort 4 couchages possibles. Grande cave saine...Parking possible.
Métro Michel Ange Auteuil...
Libre de suite.
Loyer : 1950 €/mois charges comprises."
105,appartement ,42m,1.293,Paris 16E,/  13 septembre 2019,"Appartement 2 pièces lumineux sur un square.
Location non-meublée idéalement pour un couple. Porte de Saint-Cloud au 11 avenue Ferdinand Buisson Paris 16ème donnant sur le square Roger Coquoin.
Appartement deux pièces lumineux de 42m² + balcon filant de 5 m² donnant sur un square avec vue dégagée, au 5ème étage avec ascenseur, comprenant une chambre à coucher avec une salle de bain et un espace séjour et salle à manger. Entrée et wc indépendants avec lavabo. Grande cuisine équipée : 4 plaques chauffantes, four, four micro-onde, réfrigérateur, congélateur, lave-linge séchant, lave-vaisselle.
Refait à neuf, parquet massif, grands placards, baies vitrées, chauffage central et eau chaude collectifs, Visiophone, gardiens. A 5 minutes des transports en commun (Métro ligne 9 et bus). Immeuble de standing proche de toutes commodités dans un quartier résidentiel. Voir photos (location non meublée : les meubles sont en illustration).
Loyer : 1146,36 €/mois + 147,50 Euros provision de charges locatives."
106,studio ,35m,1.060,Paris 20E,/  13 septembre 2019,"Grand studio dans résidence récente (2003).
Disponibilité immédiate.
2ème et dernier étage d'un petit immeuble sans ascenseur donnant sur jardin.
Calme et ensoleillé, double exposition.
Quartier : St Fargeau, La Campagne à Paris.

- Entrée avec placard et fenêtre
- Cuisine séparée avec fenêtre sur jardin (exposition sud-est)
- Salle de douche avec wc
- Pièce de séjour avec fenêtre et porte-fenêtre donnant sur terrasse (exposition nord-ouest)
- Terrasse de plain-pied (2 m²)
- Cave.

Chauffage individuel électrique (non compris).
Eau chaude individuelle électrique (non comprise).

Parking possible en sus.

Transports : Porte de Bagnolet (M3, T3b, bus 57, 76, 102, 351).
Commerces et marché à proximité.

Pièces à fournir :
3 dernières fiches de paie
copie du contrat de travail
avis d'imposition
caution solidaire
3 dernières quittances de loyer
Pièce d'identité.

Loyer :1060 charges comprises."
107,meublee studio ,30m,1.597,Paris 6E,/  13 septembre 2019,"Métros Sèvres-Babylone ou Vaneau - Duroc ou Saint Placide.

Dans résidence moderne et sécurisée avec jardins,supermarchés, Gardien
Studio, faux 2 pièces 30 m², complétement équipé et meublé.

Vue sur parc arboré sans vis-à-vis de la résidence.

Wifi/tv fibre orange, électricité, chauffage collectif.

Loyer : 1597 €/mois +  25 € de charges (compteur privatif eau chaude et froide déduction sur la caution)."
108,studio ,45m,1.575,Paris 14E,/  13 septembre 2019,"Métro  Raspail. Studio 45m² au 3éme étage  dans immeuble de standing, parquet bois  et placards, avec cuisine aménagée.
Ascenseur, cave et parking en sous-sol. Câble installé.

Loyer: 1.415 €/mois + 160 € Charges (dont eau et chauffage);

Parking en sus .

 Libre fin Juin."
109,meublee appartement ,40m,1.490,Paris 16E,/  13 septembre 2019,"Location meublée disponible immédiatement – Boulevard Exelmans 75016 Paris.

Très bel appartement fonctionnel de 2 pièces (agencement non adapté pour une colocation).
Superficie : 40 m². Au 5ème étage avec ascenseur, sans vis-à-vis, dans immeuble de bon standing et sécurisé (interphone – copropriété calme).

Ce bien est entièrement avec parquet d'origine et les peintures sont impeccables.
Il se compose :
d'une entrée, un séjour/salle à manger de 18m² (incluant un canapé convertible), une cuisine équipée fermée (réfrigérateur, congélateur, plaques à induction, four, micro-ondes, lave-linge), une chambre de 11m² (comprenant un lit double [160*200] et plusieurs rangements), une salle de bain (incluant une baignoire) et un wc séparé.

Cet appartement est très lumineux. Chaque fenêtre est avec double vitrage et volets.
Le chauffage est collectif.

L'appartement est proche de nombreux transports en commun : métro (ligne 9 - station Exelmans / ligne 10 – stations Chardon Lagache ou Eglise d'Auteuil) ; bus (lignes 22, 62, 72 et PC) et RER C.

Bon quartier, à proximité de nombreux commerces (marché 3 fois par semaine).

Loyer charges comprises.
Merci de disposer d'un dossier complet.
[Locataire  1) Un justificatif d'identité en cours de validité, 2) Le dernier avis d'imposition, 3) Les 3 derniers bulletins de salaire, 4) Le contrat de travail, 5) Un justificatif de domicile].
[Garant  documents équivalents]."
110,meublee appartement ,25m,1.150,Paris 4E,/  13 septembre 2019,"En plein coeur du Marais au 24 rue Vieille du Temple à 2 pas du métro : St-Paul.

Situé au rez-de-chaussée d'un bel immeuble ancien, appartement meublé de 25 m² habitables dans une résidence privée avec entrée sur cour majestueuse.

Appartement refait a neuf avec cuisine équipée, et salle de bains neuve.

Si cette location vous intéresse, merci de vous présenter avec  un dossier complet lors de la visite avec les documents suivants :

-Les 3 derniers bulletins de paie
-un garant (caution solidaire)
-une piece d'identité
-un contrat de travail
-Carte d'étudiant ou certificat de scolarité pour l'année en cours.
- avis d'imposition
-3 dernières quittances de loyer
- attestation du bailleur que les loyers ont été réglés a temps.

Si vous souhaitez le visiter, merci de m'indiquer disponibilités.

Merci."
111,meublee studio ,23m,1.200,Paris 5E,/  13 septembre 2019,"Panthéon Sorbonne, à louer pour une ou deux personnes, studio de 23 mètres carrés, en rez-de-chaussée sur jardin, meublé, entièrement refait à neuf, dans immeuble classé monument historique (Palais des gardes françaises), dans une rue très calme
et à proximité de tous les commerces, des écoles et des moyens de transport.

Il comprend un coin cuisine/repas, une salle de bain avec wc, une mezzanine, un coin salon avec canapé convertible, un coin bureau.
Garanties exigées et caution(s) parentale(s)."
112,meublee appartement ,32m,1.030,Paris 9E,/  13 septembre 2019,"Métro Trinité, RER A, Saint-Lazare. 2 pièces 32 m² meublé, au 5e sur large cour, cuisine, douche, séjour, chambre (grands placards), wc séparés. Gardien, digicode.
Loyer 1.030 €/mois charges et chauffage central collectif compris."
113,appartement ,93m,2.950,Paris 16E,/  13 septembre 2019,"Très bel appartement haut standing, 3/4 pièces 93 m², rénové.

Vaste double séjour, grande chambre, bureau, cuisine américaine (lave-vaisselle, lave-linge, réfrigérateur, four), balcon terrasse tout autour, grande entrée, dressing, salle de bain (baignoire et douche), wc séparés.

Au 5ème étage.
Cave, ascenseurs, digicode, gardien.
Situation idéale Muette Passy Trocadéro, proximité tous commerces, métros, bus, écoles, collèges et supérieures, cinéma.

Disponibilité décembre 2019.
Loyer : 2.630 €/mois + 320 € charges."
114,appartement ,105m,2.900,Paris ,/  13 septembre 2019,"Loue appartement 105 m².
Rez-de-chaussée, très lumineux, une grande entrée, 4 pièces, salon 25 m², 3 chambres : 2 sur cour et une principale de 20 m² sur rue.
Salle de bains et cuisine séparée.
Rue très calme, proche Pereire et Wagram. 300 m des écoles et commerce
10m à pied RER Pereire et métro.
Loyer charges comprises.

Loyer : 2900 € charges comprises"
115,meublee studio ,22m,1.150,Paris 18E,/  13 septembre 2019,"Professeur - Conférencier  (Grandes Ecoles) loue  son pied-à-terre parisien avec tout son contenu de cuisine  à une personne professionnelle avec excellentes références pour une période d' un minimum de  six mois avec contrat du à un voyage.
Périodes plus courtes de trois mois négociables après le terme initial. Interviews entretiens Paris et Londres du 15 septembre.

Le  studio comprend 22 m² dans un immeuble moderne avec gardien et interphone GPS donc bonne sécurité. Jardins communaux et très bonne manutention.

Le studio est tout équipé. Cuisine séparée four / plaque / frigo Liebherr avec congélateur, salle de bains avec douche, lave-linge Bosch, entrée placard généreux/ penderie.
Très lumineux et très calme sans bruit de rue avec quatre grandes fenêtres qui donnent sur le jardin interne  de l'immeuble.
Situé fin couloir donc calme au rez-de-chaussée avec vue et accès  au jardin Option internet haute vitesse (plus)

Il existe une provision charges de 25€ pour électricité EDF  plus 150€ et charges de la copropriété  (eau, chaude,  chauffage , nettoyage de l'immeuble/manutention )et taxe d'habitation. Assurance demandée du locataire pour le contenu du studio

Situation près de la mairie du 18ème et marché, commerces et bars et restaurants du quartier comme rue du Ruisseau, rue Duhesme, Bd Ordener, rue Lamarck , ainsi que la  Butte de Montmartre. Lignes métro 12 Jules Joffrin et 4 Porte de Clignancourt /  bus 56,85  Tram à Vincennes - Porte Asnières.
Gare du Nord 10 min. Accès Autoroute A1 du Nord à 5 min.Boulevard Périphérique.

Références et dossier demandés. Occupation d'une seule personne prévue à ce loyer. Agents svp abstenir.

Caution 1900 €.

Nota : photos de l'intérieur du studio, de la vue du jardin communal et du quartier.


Loyer : 980 €/mois + charges 180 €."
116,meublee studio ,26m,980,Paris 18E,/  13 septembre 2019,"Appartement disponible le 1er août 2019.

Studio neuf dans un immeuble de 2016, Paris 18ème Limite 17ème.
Dans un quartier commerçant et vivant de Guy Môquet.

26 m² entièrement meublé, parquet au sol, salle de bains spacieuse et moderne.

Équipement: cuisine équipée, frigo, vitrocéramique, four, micro-ondes, canapé lit marque haut de gamme avec véritable matelas usage quotidien, dressing, Table extensible, lave-linge, assiettes, ustensiles de cuisine...

2ème étage, calme, immeuble sécurisé(caméra, digicodes, équipé de domotique dernière technologie et volet électrique, chauffage régulé....
Présence local à vélos.

Situé à 2min du métro Porte de Saint Ouen et 5min du métro Guy Môquet (Ligne13) Transport Bus, métro, vélib au pied de l'immeuble.

Chauffage collectif inclus. Garantie solide.

Loyer : 980 € charges comprises"
117,meublee appartement ,26m,900,Paris 17E,/  13 septembre 2019,"Métro Brochant. 2 pièces 26 m², meublé, entièrement refait. 1ère pièce : entrée, cuisine équipée, nombreux rangements table, chaises. 2e pièce : chambre avec banquette-lit, rangement, téléviseur, placard douche, toilettes. Sol parqueté, double vitrage, store manuel. Immeuble très calme, cour privative, digicode. (Agences s'abstenir).

Loyer : 900 €/mois charges comprises.
Libre de suite"
118,appartement ,32m,1.180,Paris 14E,/  13 septembre 2019,"2 pièces meublées de 31,07 m², (séjour : 11,50 m² chambre : 14,51 m²).
Au 2ème étage, sans perte de place, comprend : une entrée, un séjour avec coin cuisine, une grande chambre, une salle de bains avec toilettes.

Tout proche de commerces et transports de la Porte d'Orléans (bus 28,38 - 1 mn, métro ligne 4 (3 mn), Gare Montparnasse (15mn), tram T3a (3 mn).
Bus : 21, 28, 38, 58, 62,6 8, 88, 125, 126, 128, 187, 188, 194, 197, 216, 295, 297, 299.
RER B (5 mn) - aéroport Charles de Gaulle.
Orly Bus.
Gare Montparnasse: bus 10mn.
Digicode, interphone, double vitrage.
Parc Montsouris : 5mn.
Cité Internationale  Universitaire de Paris : 5mn.
Poste, Lidl, Carrefour, Leader Price : 3-5 mn.

Disponible : 5 octobre 2019.

Loyer : 1180 € charges comprises."
119,meublee appartement ,60m,1.850,Paris ,/  13 septembre 2019," Double living (chambre + living) plus une chambre. 

Métro Jules Joffrin. Rue Ordener.
2/3 pièces, de 60 m², meublé.
Entièrement rénové, décoration moderne et soignée.

Conviendrait de préférence à 2 étudiants de la même famille.

Living plein sud très lumineux donnant sur balcons et grandes fenêtres double vitrage, volets roulants électriques, TV grand écran 120 cm LCD HD, 2 chambres avec chacune 1 bureau, un grand lit  et de nombreux rangements, cuisine entièrement équipée, wc séparés, douche.

Immeuble sécurisé, proche de l'hôpital Bichat et des bus 31 et 95 pour quartiers universitaires.

Loyer: 1.850 €/mois charges comprises.

Libre de suite."
120,meublee studio ,19m,690,Paris ,/  13 septembre 2019,"Mairie du 9e, proximité métro Grands Boulevards.

Studio meublé 19 m² loi Carrez (25 m² au sol).
Au 7e et dernier étage sans ascenseur.
Clair et lumineux.

Loyer : 690 €/mois provision charges comprise.

Visite samedi 14/09 de 15h45 à 16h45 au 16 rue de la grange batelière."
121,studio ,25m,900,Paris 14E,/  13 septembre 2019,"Métro Alésia ou Plaisance. Résidence 'Les Jardins de Périclés'. Studio 25 m² environ ouvrant sur loggia spacieuse 7 m² prolongeant la pièce à vivre, dans résidence de standing avec jardin privatif, au 6e étage, bon état, grande baie vitrée, très ensoleillé, plein sud, calme, sans vis-à-vis, vue très dégagée. Côté jardin : entrée avec placard, salle de bains équipée, cuisinette équipée, réfrigérateur, branchement lave-linge, cave. Chauffage collectif. 2 entrées : rue Olivier Noyer et rue du Moulin Vert, 2 ascenseurs, 2 gardiens. Tramway T3 Didot, bus 62 arrêt Didot ou Les Plantes.
Loyer charges comprises.

Libre de suite."
122,meublee appartement ,26m,1.500,Paris 5E,/  13 septembre 2019,"Appartement meublé, 2 pièces lumineux dans immeuble ancien 6e étage avec ascenseur sous les toits dans le 5ème arrondissement de Paris à proximité du Jardin du Luxembourg et du Panthéon."
123,appartement ,41m,1.400,Paris 15E,/  13 septembre 2019,"Appartement 2 pièces avec salle de bains (baignoire), wc séparés, 2 grands placards, parquet vitrifié. Etat propre. Proche Tramway Brancion, métro Porte de Vanves, bus 95.
Libre de suite.
Loyer : 1400 €/mois charges comprises."
124,meublee appartement ,52m,1.600,Paris 15E,/  13 septembre 2019,"Appartement de 52 m² dans immeuble moderne, gardien, jardin, digicode, très bien desservi par transports en commun, quartier Bir-Hakeim et très proche de Beaugrenelle.
 Très bon état, grande cuisine et wc indépendants, salle de bains, chambre et grand séjour très lumineux au 7e étage avec ascenseur.
Loyer : 1600 €/mois charges comprises."
125,meublee studio ,20m,950,Paris 11E,/  13 septembre 2019,"Entre Bastille et Nation, près du métro Faidherbe-Chaligny (ligne 8), au 6ème étage ascenseur.
Beau studio 20 m² refait à neuf, très lumineux, sur cour. Entièrement meublé. Canapé-lit, grande table pliable, table basse, armoire avec penderie, parquet. Cuisine entièrement équipée avec cuisinière, four, lave-linge et rangements. Salle d'eau avec évier et douche.

WC séparés. Proche tous commerces. Gardienne. Chauffage collectif au gaz inclus dans les charges. Caution solidaire demandée

Loyer : 950 € charges comprises
Disponible à partir du 01 octobre 2019"
126,appartement ,54m,1.460,Paris 20E,/  13 septembre 2019,"**Loue Paris 20ème.  Métro Télégraphe.
Grand 2 pièces 54 m² en parfait état avec : Cave et Box voiture fermés.**

Comprenant :

- Entrée desservant tout le logement. Porte blindée.

- Cuisine intégrée avec lave linge, lave vaisselle, frigo 2 portes, micro ondes multi- fonctions, plaque électrique, hotte, nombreux placards.  wc indépendants.

- Salle de bains avec baignoire , lavabo et placards.

- Séjour double (exposition pleins sud) avec 2 fenêtres (en PVC isolant) , volets et 2 placards.

- Chambre avec grand placard penderie 2 portes en glaces , fenêtre  PVC, volet.  Parquet au sol,
Immeuble 1980  avec gardien et ascenseur.  Fibre internet.

Garant solidaire demandé
Loyer  1250€ + 210€ de charges (chauffage et eau chaude compris dans les charges).
Libre de suite."
